Item Id,Item Name,Monster,Components
160001,Verstecken/Chercher 1,Chaotic Gore Magala,"Diametrical Horn [Chaotic Gore Magala]
Antinomic Wing [Chaotic Gore Magala]
Gore Magala Lash [Gore Magala]"
226561,Grinsen/Froncement 1,Chaotic Gore Magala,"Chaos Scale [Chaotic Gore Magala]
Diametrical Horn [Chaotic Gore Magala]
Gore Magala Shredder [Gore Magala]"
290817,Ehrlich/Faux 1,Chaotic Gore Magala,"Diametrical Horn [Chaotic Gore Magala]
Chaos Scale [Chaotic Gore Magala]
Gore Magala Shredder [Gore Magala]"
351745,Verrat/Foi 1,Chaotic Gore Magala,"Chaos Scale [Chaotic Gore Magala]
Diametrical Horn [Chaotic Gore Magala]
Gore Magala Eclipse [Gore Magala]"
483585,Beschwörung/Oracle 1,Chaotic Gore Magala,"Chaos Scale [Chaotic Gore Magala]
Diametrical Horn [Chaotic Gore Magala]
Gore Magala Shredder [Gore Magala]"
486145,Ace Bowgun 1,Chaotic Gore Magala,"Cloudy Fragment
Chaos Scale [Chaotic Gore Magala]
Antinomic Wing [Chaotic Gore Magala]
Gore Magala Shredder [Gore Magala]"
553473,Übel/Equité 1,Chaotic Gore Magala,"Diametrical Horn [Chaotic Gore Magala]
Antinomic Wing [Chaotic Gore Magala]
Gore Magala Shredder [Gore Magala]"
614913,Körper/Esprit 1,Chaotic Gore Magala,"Diametrical Horn [Chaotic Gore Magala]
Antinomic Wing [Chaotic Gore Magala]
Gore Magala Shredder [Gore Magala]"
681217,Ruhe/Tyrannie 1,Chaotic Gore Magala,"Chaos Scale [Chaotic Gore Magala]
Diametrical Horn [Chaotic Gore Magala]
Gore Magala Shredder [Gore Magala]"
744961,Gewinn/Perte 1,Chaotic Gore Magala,"Chaos Scale [Chaotic Gore Magala]
Antinomic Wing [Chaotic Gore Magala]
Gore Magala Shredder [Gore Magala]"
815105,Apostel/Sorcière 1,Chaotic Gore Magala,"Chaos Scale [Chaotic Gore Magala]
Antinomic Wing [Chaotic Gore Magala]
Gore Magala Shredder [Gore Magala]"
817409,Ace Blades 1,Chaotic Gore Magala,"Cloudy Fragment
Diametrical Horn [Chaotic Gore Magala]
Chaos Scale [Chaotic Gore Magala]"
877569,Lache/Sanglot 1,Chaotic Gore Magala,"Antinomic Wing [Chaotic Gore Magala]
Diametrical Horn [Chaotic Gore Magala]
Gore Magala Shredder [Gore Magala]"
935937,List/Confiance 1,Chaotic Gore Magala,"Chaos Scale [Chaotic Gore Magala]
Diametrical Horn [Chaotic Gore Magala]
Gore Magala Shard [Gore Magala]"
1001473,Elends/Essor 1,Chaotic Gore Magala,"Diametrical Horn [Chaotic Gore Magala]
Chaos Scale [Chaotic Gore Magala]
Gore Magala Shredder [Gore Magala]"
352769,Power Stinger 1,Congalala,"Congalala Pelt+ [Congalala]
Congalala Fang [Congalala]
Stoutbone"
484353,Assault Conga 1,Congalala,"Congalala Pelt+ [Congalala]
Congalala Claw+ [Congalala]
Stoutbone"
615425,Golba Vandal 1,Congalala,"Congalala Fang [Congalala]
Congalala Pelt+ [Congalala]
Stoutbone"
745473,Savage Wildbow 1,Congalala,"Congalala Pelt+ [Congalala]
Congalala Claw+ [Congalala]
Stoutbone"
878337,War Bongo 1,Congalala,"Congalala Fang [Congalala]
Congalala Pelt+ [Congalala]
Meaty Hide+ [Zamite]"
96257,Fatalis Fireblade 1,Crimson Fatalis,"Crimson Fatalis Shell [Crimson Fatalis]
Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Scale [Crimson Fatalis]"
159233,Ruiner Sword 1,Crimson Fatalis,"Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Scale [Crimson Fatalis]
Crimson Fatalis Shell [Crimson Fatalis]"
225793,Fatalis Smasher 1,Crimson Fatalis,"Crimson Fatalis Shell [Crimson Fatalis]
Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Scale [Crimson Fatalis]"
290049,Ruiner Lance 1,Crimson Fatalis,"Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Shell [Crimson Fatalis]
Crimson Fatalis Scale [Crimson Fatalis]"
350977,Destiny's Hand 1,Crimson Fatalis,"Crimson Fatalis Scale [Crimson Fatalis]
Crimson Fatalis Wing [Crimson Fatalis]
Crimson Fatalis Horn [Crimson Fatalis]"
482817,Ruiner Recurve 1,Crimson Fatalis,"Crimson Fatalis Scale [Crimson Fatalis]
Crimson Fatalis Shell [Crimson Fatalis]
Crimson Fatalis Horn [Crimson Fatalis]"
552705,Fatalis Scythe 1,Crimson Fatalis,"Crimson Fatalis Wing [Crimson Fatalis]
Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Scale [Crimson Fatalis]"
614145,Ruiner's Bane 1,Crimson Fatalis,"Crimson Fatalis Shell [Crimson Fatalis]
Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Scale [Crimson Fatalis]"
680449,Ruiner Gunlance 1,Crimson Fatalis,"Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Shell [Crimson Fatalis]
Crimson Fatalis Scale [Crimson Fatalis]"
744193,Bow of Ire & Anguish 1,Crimson Fatalis,"Crimson Fatalis Shell [Crimson Fatalis]
Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Scale [Crimson Fatalis]"
814337,Ebonblood Twindrakes 1,Crimson Fatalis,"Crimson Fatalis Shell [Crimson Fatalis]
Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Scale [Crimson Fatalis]"
876801,Fatalis Firelied 1,Crimson Fatalis,"Crimson Fatalis Shell [Crimson Fatalis]
Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Wing [Crimson Fatalis]"
935169,Ruiner Glaive 1,Crimson Fatalis,"Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Shell [Crimson Fatalis]
Crimson Fatalis Scale [Crimson Fatalis]"
1000705,Ruiner Reaver 1,Crimson Fatalis,"Crimson Fatalis Horn [Crimson Fatalis]
Crimson Fatalis Shell [Crimson Fatalis]
Crimson Fatalis Scale [Crimson Fatalis]"
91137,Grobowall 1,Crystalbeard Uragaan,"Crystalbeard Hunter I
Crystalbeard Scale [Crystalbeard Uragaan]
Crystalbeard Jaw [Crystalbeard Uragaan]
Uragaan Scute [Uragaan]"
154625,Geode Mace 1,Crystalbeard Uragaan,"Crystalbeard Hunter I
Crystalbeard Scale [Crystalbeard Uragaan]
Crystalbeard Jaw [Crystalbeard Uragaan]
Uragaan Scute [Uragaan]"
221953,Geode Hammer 1,Crystalbeard Uragaan,"Crystalbeard Hunter I
Crystalbeard Scale [Crystalbeard Uragaan]
Crystalbeard Jaw [Crystalbeard Uragaan]
Uragaan Jaw [Uragaan]"
346881,Grobo Shot 1,Crystalbeard Uragaan,"Crystalbeard Hunter I
Crystalbeard Scale [Crystalbeard Uragaan]
Crystalbeard Jaw [Crystalbeard Uragaan]
Rath Marrow"
547585,Geode Saber 1,Crystalbeard Uragaan,"Crystalbeard Hunter I
Crystalbeard Scale [Crystalbeard Uragaan]
Crystalbeard Jaw [Crystalbeard Uragaan]
Uragaan Scute [Uragaan]"
610049,Geode Axe 1,Crystalbeard Uragaan,"Crystalbeard Hunter I
Crystalbeard Scale [Crystalbeard Uragaan]
Crystalbeard Jaw [Crystalbeard Uragaan]
Lava Nugget"
676353,Geode Burst 1,Crystalbeard Uragaan,"Crystalbeard Hunter I
Crystalbeard Scale [Crystalbeard Uragaan]
Crystalbeard Jaw [Crystalbeard Uragaan]
Uragaan Scute [Uragaan]"
740097,Grobo Arc 1,Crystalbeard Uragaan,"Crystalbeard Hunter I
Crystalbeard Scale [Crystalbeard Uragaan]
Crystalbeard Jaw [Crystalbeard Uragaan]
Uragaan Scute [Uragaan]"
872705,Geode Horn 1,Crystalbeard Uragaan,"Crystalbeard Hunter I
Crystalbeard Scale [Crystalbeard Uragaan]
Crystalbeard Jaw [Crystalbeard Uragaan]
Uragaan Jaw [Uragaan]"
931841,Grobo Blow 1,Crystalbeard Uragaan,"Crystalbeard Hunter I
Crystalbeard Scale [Crystalbeard Uragaan]
Crystalbeard Jaw [Crystalbeard Uragaan]
Uragaan Shell [Uragaan]"
924929,Shell Intoner 1,Daimyo Hermitaur,"Hermitaur Claw [Daimyo Hermitaur]
Hermitaur Shell
Decayed Crimson Horn [Daimyo Hermitaur]"
91393,Sentoryo Calamity 1,Deadeye Yian Garuga,"Deadeye Hunter I
Deadeye Shell [Deadeye Yian Garuga]
Deadeye Scale [Deadeye Yian Garuga]
Garuga Wing [Yian Garuga]"
154881,Hardened Edge 1,Deadeye Yian Garuga,"Deadeye Hunter I
Deadeye Scale [Deadeye Yian Garuga]
Deadeye Shell [Deadeye Yian Garuga]
Garuga Ear [Yian Garuga]"
222209,Hardened Hammer 1,Deadeye Yian Garuga,"Deadeye Hunter I
Deadeye Scale [Deadeye Yian Garuga]
Deadeye Shell [Deadeye Yian Garuga]
Sharpened Beak [Yian Garuga]"
286209,Incessant Calamity 1,Deadeye Yian Garuga,"Deadeye Hunter I
Deadeye Scale [Deadeye Yian Garuga]
Deadeye Shell [Deadeye Yian Garuga]
Garuga Tail [Yian Garuga]"
347137,Cahoe Shot 1,Deadeye Yian Garuga,"Deadeye Hunter I
Deadeye Shell [Deadeye Yian Garuga]
Deadeye Scale [Deadeye Yian Garuga]
Garuga Ear [Yian Garuga]"
479233,Wicked Do 1,Deadeye Yian Garuga,"Deadeye Hunter I
Deadeye Shell [Deadeye Yian Garuga]
Deadeye Scale [Deadeye Yian Garuga]
Sharpened Beak [Yian Garuga]"
547841,Daito Calamity 1,Deadeye Yian Garuga,"Deadeye Hunter I
Deadeye Shell [Deadeye Yian Garuga]
Deadeye Scale [Deadeye Yian Garuga]
Sharpened Beak [Yian Garuga]"
676609,Hardened Gunlance 1,Deadeye Yian Garuga,"Deadeye Hunter I
Deadeye Shell [Deadeye Yian Garuga]
Deadeye Scale [Deadeye Yian Garuga]
Garuga Tail [Yian Garuga]"
740353,Wicked Bow 1,Deadeye Yian Garuga,"Deadeye Hunter I
Deadeye Shell [Deadeye Yian Garuga]
Deadeye Scale [Deadeye Yian Garuga]
Garuga Mane [Yian Garuga]"
809985,Hardened Daggers 1,Deadeye Yian Garuga,"Deadeye Hunter I
Deadeye Scale [Deadeye Yian Garuga]
Deadeye Shell [Deadeye Yian Garuga]
Garuga Mane [Yian Garuga]"
872961,Hardened Horn 1,Deadeye Yian Garuga,"Deadeye Hunter I
Deadeye Scale [Deadeye Yian Garuga]
Deadeye Shell [Deadeye Yian Garuga]
Garuga Tail [Yian Garuga]"
82689,Berserker Sword 1,Deviljho,"Deviljho Tallfang [Deviljho]
Deviljho Talon [Deviljho]
Deviljho Tail [Deviljho]"
212737,Devil's Due 1,Deviljho,"Deviljho Tallfang [Deviljho]
Deviljho Talon [Deviljho]
Deviljho Hide [Deviljho]"
278273,Grief Lance 1,Deviljho,"Deviljho Tail [Deviljho]
Deviljho Tallfang [Deviljho]
Deviljho Scale [Deviljho]"
341249,Gluttonous Cannon 1,Deviljho,"Deviljho Hide [Deviljho]
Deviljho Tallfang [Deviljho]
Deviljho Tail [Deviljho]
Deviljho Saliva"
472833,Devil's Grin 1,Deviljho,"Deviljho Scalp [Deviljho]
Deviljho Hide [Deviljho]
Deviljho Talon [Deviljho]
Deviljho Saliva"
540673,"Reaver Cruelty"" 1""",Deviljho,"Deviljho Tallfang [Deviljho]
Deviljho Scalp [Deviljho]
Deviljho Hide [Deviljho]"
603137,Tyrannos 1,Deviljho,"Deviljho Tallfang [Deviljho]
Deviljho Talon [Deviljho]
Deviljho Tail [Deviljho]"
669697,Ravenous Gunlance 1,Deviljho,"Deviljho Tallfang [Deviljho]
Deviljho Scalp [Deviljho]
Deviljho Tail [Deviljho]"
801537,Wrath & Rancor 1,Deviljho,"Deviljho Tallfang [Deviljho]
Deviljho Scalp [Deviljho]
Deviljho Hide [Deviljho]"
97281,Quarrel Hornsword 1,Diablos,"Diablos Carapace [Diablos]
Diablos Ridge+ [Diablos]
Diablos Tailcase [Diablos]"
160513,Studded Club 1,Diablos,"Diablos Ridge+ [Diablos]
Diablos Carapace [Diablos]
Diablos Tailcase [Diablos]"
291585,Diablos Lance 1,Diablos,"Twisted Horn [Diablos]
Diablos Carapace [Diablos]
Diablos Tailcase [Diablos]"
352513,Dual Threat 1,Diablos,"Diablos Carapace [Diablos]
Twisted Horn [Diablos]
Diablos Ridge+ [Diablos]"
615169,Axe Semper Tyrannis 1,Diablos,"Diablos Carapace [Diablos]
Diablos Ridge+ [Diablos]
Diablos Tailcase [Diablos]"
681729,Diablos Gunlance 1,Diablos,"Diablos Tailcase [Diablos]
Diablos Carapace [Diablos]
Diablos Ridge+ [Diablos]"
745217,Diablos Coilbender 1,Diablos,"Diablos Carapace [Diablos]
Twisted Horn [Diablos]
Diablos Ridge+ [Diablos]"
815361,Diablos Bashers 1,Diablos,"Diablos Carapace [Diablos]
Diablos Ridge+ [Diablos]
Diablos Tailcase [Diablos]"
936449,Diablos Rod 1,Diablos,"Diablos Ridge+ [Diablos]
Diablos Tailcase [Diablos]
Diablos Carapace [Diablos]"
1001729,Diablos Strongarm 1,Diablos,"Diablos Tailcase [Diablos]
Diablos Carapace [Diablos]
Twisted Horn [Diablos]"
91649,Flamelord Wing 1,Dreadking Rathalos,"Dreadking Hunter I
Dreadking Scale [Dreadking Rathalos]
Dreadking Shell [Dreadking Rathalos]
Rathalos Webbing [Rathalos]"
155137,Tomb Edge 1,Dreadking Rathalos,"Dreadking Hunter I
Dreadking Shell [Dreadking Rathalos]
Dreadking Scale [Dreadking Rathalos]
Rathalos Webbing [Rathalos]"
222465,Tomb Hammer 1,Dreadking Rathalos,"Dreadking Hunter I
Dreadking Shell [Dreadking Rathalos]
Dreadking Scale [Dreadking Rathalos]
Firestone"
286465,Groad Tail 1,Dreadking Rathalos,"Dreadking Hunter I
Dreadking Scale [Dreadking Rathalos]
Dreadking Shell [Dreadking Rathalos]
Rathalos Tail [Rathalos]"
479489,Dreadking Blaster 1,Dreadking Rathalos,"Dreadking Hunter I
Dreadking Scale [Dreadking Rathalos]
Dreadking Shell [Dreadking Rathalos]
Rath Wingtalon"
548097,Tomb Saber 1,Dreadking Rathalos,"Dreadking Hunter I
Dreadking Scale [Dreadking Rathalos]
Dreadking Shell [Dreadking Rathalos]
Rathalos Webbing [Rathalos]"
610305,Tomb Axe 1,Dreadking Rathalos,"Dreadking Hunter I
Dreadking Shell [Dreadking Rathalos]
Dreadking Scale [Dreadking Rathalos]
Rath Wingtalon"
676865,Tomb Gunlance 1,Dreadking Rathalos,"Dreadking Hunter I
Dreadking Shell [Dreadking Rathalos]
Dreadking Scale [Dreadking Rathalos]
Rathalos Tail [Rathalos]"
740609,Dread Bow 1,Dreadking Rathalos,"Dreadking Hunter I
Dreadking Shell [Dreadking Rathalos]
Dreadking Scale [Dreadking Rathalos]
Rathalos Webbing [Rathalos]"
873217,Tomb Horn 1,Dreadking Rathalos,"Dreadking Hunter I
Dreadking Shell [Dreadking Rathalos]
Dreadking Scale [Dreadking Rathalos]
Rathalos Webbing [Rathalos]"
996865,Dreaded Blade 1,Dreadking Rathalos,"Dreadking Hunter I
Dreadking Shell [Dreadking Rathalos]
Dreadking Scale [Dreadking Rathalos]
Rathalos Tail [Rathalos]"
90369,Royal Blade 1,Dreadqueen Rathian,"Dreadqueen Hunter I
Dreadqueen Scale [Dreadqueen Rathian]
Dreadqueen Shell [Dreadqueen Rathian]
Monster Bone L"
153857,Dreadqueen Rapier 1,Dreadqueen Rathian,"Dreadqueen Hunter I
Dreadqueen Scale [Dreadqueen Rathian]
Dreadqueen Shell [Dreadqueen Rathian]
Rathian Spike [Rathian]"
285697,Dreadqueen Thorn 1,Dreadqueen Rathian,"Dreadqueen Hunter I
Dreadqueen Scale [Dreadqueen Rathian]
Dreadqueen Shell [Dreadqueen Rathian]
Rathian Spike [Rathian]"
346113,Dreadqueen Shot 1,Dreadqueen Rathian,"Dreadqueen Hunter I
Dreadqueen Shell [Dreadqueen Rathian]
Dreadqueen Scale [Dreadqueen Rathian]
Rathian Webbing"
478721,Rathian Fire 1,Dreadqueen Rathian,"Dreadqueen Hunter I
Dreadqueen Scale [Dreadqueen Rathian]
Dreadqueen Shell [Dreadqueen Rathian]
Machalite Ore"
609281,Royal Axe 1,Dreadqueen Rathian,"Dreadqueen Hunter I
Dreadqueen Shell [Dreadqueen Rathian]
Dreadqueen Scale [Dreadqueen Rathian]
Monster Bone L"
675585,Royal Burst 1,Dreadqueen Rathian,"Dreadqueen Hunter I
Dreadqueen Shell [Dreadqueen Rathian]
Dreadqueen Scale [Dreadqueen Rathian]
Rathian Spike [Rathian]"
739329,Royal Blaster 1,Dreadqueen Rathian,"Dreadqueen Hunter I
Dreadqueen Shell [Dreadqueen Rathian]
Dreadqueen Scale [Dreadqueen Rathian]
Machalite Ore"
809473,Royal Daggers 1,Dreadqueen Rathian,"Dreadqueen Hunter I
Dreadqueen Scale [Dreadqueen Rathian]
Dreadqueen Shell [Dreadqueen Rathian]
Rath Wingtalon"
871937,Royal Horn 1,Dreadqueen Rathian,"Dreadqueen Hunter I
Dreadqueen Scale [Dreadqueen Rathian]
Dreadqueen Shell [Dreadqueen Rathian]
Rathian Webbing"
996609,Dear Regina 1,Dreadqueen Rathian,"Dreadqueen Hunter I
Dreadqueen Shell [Dreadqueen Rathian]
Dreadqueen Scale [Dreadqueen Rathian]
Flame Sac"
90625,Demon Knife 1,Drilltusk Tetsucabra,"Drilltusk Hunter I
Drilltusk Shell [Drilltusk Tetsucabra]
Drilltusk Scale [Drilltusk Tetsucabra]
Tetsucabra Claw [Tetsucabra]"
154113,Drilltusk Truncheon 1,Drilltusk Tetsucabra,"Drilltusk Hunter I
Drilltusk Shell [Drilltusk Tetsucabra]
Drilltusk Scale [Drilltusk Tetsucabra]
Tetsucabra Tusks [Tetsucabra]"
346369,Demonic Cannon 1,Drilltusk Tetsucabra,"Drilltusk Hunter I
Drilltusk Shell [Drilltusk Tetsucabra]
Drilltusk Scale [Drilltusk Tetsucabra]
Jumbo Bone"
547073,Demon Swirl 1,Drilltusk Tetsucabra,"Drilltusk Hunter I
Drilltusk Tusk [Drilltusk Tetsucabra]
Drilltusk Scale [Drilltusk Tetsucabra]
Tetsucabra Claw [Tetsucabra]"
609537,Pierce Axe 1,Drilltusk Tetsucabra,"Drilltusk Hunter I
Drilltusk Shell [Drilltusk Tetsucabra]
Drilltusk Tusk [Drilltusk Tetsucabra]
Jumbo Bone"
675841,Pierce Cannon 1,Drilltusk Tetsucabra,"Drilltusk Hunter I
Drilltusk Scale [Drilltusk Tetsucabra]
Drilltusk Shell [Drilltusk Tetsucabra]
Dignified Skull [Tetsucabra]"
739585,Demonic Bow 1,Drilltusk Tetsucabra,"Drilltusk Hunter I
Drilltusk Scale [Drilltusk Tetsucabra]
Drilltusk Shell [Drilltusk Tetsucabra]
Tetsucabra Tusks [Tetsucabra]"
872193,Pierce Horn 1,Drilltusk Tetsucabra,"Drilltusk Hunter I
Drilltusk Shell [Drilltusk Tetsucabra]
Drilltusk Scale [Drilltusk Tetsucabra]
Dignified Skull [Tetsucabra]"
134913,Baumfäller 1,Duramboros,"Duramboros Horn+ [Duramboros]
Hard Mossplate [Duramboros]
Duramboros Hump [Duramboros]
Carbalite Ore"
205313,Jupiter's Sphere 1,Duramboros,"Duram Tailcase+ [Duramboros]
Duramboros Horn+ [Duramboros]
Hard Mossplate [Duramboros]
Carbalite Ore"
228865,Archambra Fellmace 1,Duramboros,"Duram Hardtail [Duramboros]
Duramboros Hardhorn [Duramboros]
Heavy Mossplate [Duramboros]
Ultimas Crystal"
264193,Boros Spear 1,Duramboros,"Duramboros Horn+ [Duramboros]
Duram Carapace [Duramboros]
Hard Mossplate [Duramboros]
Carbalite Ore"
337921,Monteverde 1,Duramboros,"Duramboros Hump [Duramboros]
Hard Mossplate [Duramboros]
Duram Tailcase+ [Duramboros]
Firecell Stone"
463105,Durambarrel 1,Duramboros,"Duramboros Horn+ [Duramboros]
Hard Mossplate [Duramboros]
Duramboros Hump [Duramboros]
Dragonite Ore"
537857,Mountain Reaper 1,Duramboros,"Duramboros Horn+ [Duramboros]
Hard Mossplate [Duramboros]
Fucium Ore"
590593,Heavy Divider 1,Duramboros,"Duram Tailcase+ [Duramboros]
Duramboros Horn+ [Duramboros]
Hard Mossplate [Duramboros]
Carbalite Ore"
861441,Mountain Crusher 1,Duramboros,"Duramboros Horn+ [Duramboros]
Duramboros Hump [Duramboros]
Hard Mossplate [Duramboros]
Carbalite Ore"
94977,Elderfrost Great Sword 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Gammoth Hardfang [Gammoth]
Gammoth Cortex [Gammoth]"
158209,Elderfrost Sword 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Gammoth Hardfang [Gammoth]
Gammoth Fur [Gammoth]"
225025,Elderfrost Hammer 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Gammoth Cortex [Gammoth]
Gammoth Hardfang [Gammoth]"
288769,Elderfrost Lance 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Gammoth Cortex [Gammoth]
Gammoth Hardfang [Gammoth]"
349441,Elderfrost Boom 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Gammoth Cortex [Gammoth]
Gammoth Hardfang [Gammoth]"
481793,Elderfrost Shooter 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Gammoth Fur [Gammoth]
Gammoth Hardfang [Gammoth]"
551681,Elderfrost Long Sword 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Gammoth Cortex [Gammoth]
Gammoth Hardfang [Gammoth]"
613121,Elderfrost Switch Axe 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Trunkspine+ [Gammoth]
Gammoth Hardfang [Gammoth]"
679681,Elderfrost Gunlance 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Trunkspine+ [Gammoth]
Gammoth Fur [Gammoth]"
742913,Elderfrost Bow 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Gammoth Cortex [Gammoth]
Gammoth Hardfang [Gammoth]"
813313,Elderfrost Blades 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Gammoth Cortex [Gammoth]
Gammoth Fur [Gammoth]"
876033,Elderfrost Lute 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Trunkspine+ [Gammoth]
Gammoth Hardfang [Gammoth]"
934145,Elderfrost Club 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Trunkspine+ [Gammoth]
Gammoth Cortex [Gammoth]"
999425,Elderfrost Edge 1,Elderfrost Gammoth,"Elderfrost Hunter I
Elderfrost Pelt [Elderfrost Gammoth]
Gammoth Hardfang [Gammoth]
Gammoth Cortex [Gammoth]"
350721,Vor Cannon 1,Fatalis,"Fatalis Shard [Fatalis]
Fatalis Cortex [Fatalis]
Fatalis Hardhorn [Fatalis]"
482561,Fatalis Pit 1,Fatalis,"Fatalis Shard [Fatalis]
Fatalis Fellwing [Fatalis]
Fatalis Hardhorn [Fatalis]"
743937,Bow of Toil & Turmoil 1,Fatalis,"Fatalis Hardhorn [Fatalis]
Fatalis Shard [Fatalis]
Fatalis Cortex [Fatalis]"
934913,True Fatalis Teni 1,Fatalis,"Fatalis Hardhorn [Fatalis]
Fatalis Cortex [Fatalis]
Fatalis Shard [Fatalis]"
82433,Demonlord Club 1,Furious Rajang,"Ghoulish Gold Horn [Furious Rajang]
Rajang Ragehair [Furious Rajang]
Rajang Claw+ [Rajang]"
140033,Demonlord Mace 1,Furious Rajang,"Ghoulish Gold Horn [Furious Rajang]
Rajang Ragehair [Furious Rajang]
Rajang Claw+ [Rajang]
Fucium Ore"
201217,Demonlord Hammer 1,Furious Rajang,"Ghoulish Gold Horn [Furious Rajang]
Rajang Ragehair [Furious Rajang]
Rajang Fang+ [Rajang]"
274433,Demonlord Spear 1,Furious Rajang,"Ghoulish Gold Horn [Furious Rajang]
Rajang Ragehair [Furious Rajang]
Rajang Fang+ [Rajang]"
473601,Demonlord Blaster 1,Furious Rajang,"Rajang Ragehair [Furious Rajang]
Ghoulish Gold Horn [Furious Rajang]
Rajang Claw+ [Rajang]"
536065,Demonlord Katana 1,Furious Rajang,"Ghoulish Gold Horn [Furious Rajang]
Rajang Ragehair [Furious Rajang]
Rajang Claw+ [Rajang]
King Scarab"
602881,Demonlord Axe 1,Furious Rajang,"Ghoulish Gold Horn [Furious Rajang]
Rajang Ragehair [Furious Rajang]
Rajang Fang+ [Rajang]"
663553,Demonlord Artillery 1,Furious Rajang,"Ghoulish Gold Horn [Furious Rajang]
Rajang Ragehair [Furious Rajang]
Fucium Ore"
734465,Archbeast Thunderbow 1,Furious Rajang,"Rajang Ragehair [Furious Rajang]
Ghoulish Gold Horn [Furious Rajang]
Rajang Blackfur [Rajang]"
928513,Demonlord Cudgel 1,Furious Rajang,"Ghoulish Gold Horn [Furious Rajang]
Rajang Ragehair [Furious Rajang]
Rajang Claw+ [Rajang]"
80385,Giant's Slicer 1,Gammoth,"Gammoth Fang [Gammoth]
Gammoth Shell [Gammoth]
Gammoth Pelt [Gammoth]
Jumbo Bone"
145153,Giant's Tusk 1,Gammoth,"Gammoth Fang [Gammoth]
Gammoth Pelt [Gammoth]
Gammoth Shell [Gammoth]
Jumbo Bone"
211201,Giant's Hammer 1,Gammoth,"Gammoth Shell [Gammoth]
Gammoth Fang [Gammoth]
Gammoth Pelt [Gammoth]
Jumbo Bone"
276993,Giant's Jouster 1,Gammoth,"Trunkspine [Gammoth]
Gammoth Redfur [Gammoth]
Gammoth Shell [Gammoth]
Monster Fluid"
338689,Giant's Cannon 1,Gammoth,"Gammoth Fang [Gammoth]
Gammoth Shell [Gammoth]
Gammoth Redfur [Gammoth]"
470529,Giant's Blaster 1,Gammoth,"Gammoth Pelt [Gammoth]
Gammoth Fang [Gammoth]
Trunkspine [Gammoth]"
539393,Giant's Tower 1,Gammoth,"Gammoth Shell [Gammoth]
Gammoth Fang [Gammoth]
Gammoth Redfur [Gammoth]
Monster Fluid"
600577,Giant's Axe 1,Gammoth,"Trunkspine [Gammoth]
Gammoth Shell [Gammoth]
Gammoth Pelt [Gammoth]
Monster Fluid"
668161,Giant's Artillery 1,Gammoth,"Trunkspine [Gammoth]
Gammoth Shell [Gammoth]
Gammoth Pelt [Gammoth]
Jumbo Bone"
731905,Giant's Bow 1,Gammoth,"Gammoth Shell [Gammoth]
Gammoth Fang [Gammoth]
Trunkspine [Gammoth]"
799745,Giant's Daggers 1,Gammoth,"Trunkspine [Gammoth]
Gammoth Shell [Gammoth]
Gammoth Pelt [Gammoth]
Monster Fluid"
864769,Giant's Koto 1,Gammoth,"Gammoth Fang [Gammoth]
Trunkspine [Gammoth]
Gammoth Redfur [Gammoth]
Monster Fluid"
926209,Giant's Cudgel 1,Gammoth,"Trunkspine [Gammoth]
Gammoth Shell [Gammoth]
Gammoth Pelt [Gammoth]
Monster Fluid"
991233,Giant's Edge 1,Gammoth,"Gammoth Fang [Gammoth]
Gammoth Shell [Gammoth]
Trunkspine [Gammoth]
Jumbo Bone"
